id,host_id,host_response_rate,host_is_superhost,accommodates,bathrooms,bedrooms,beds,price,guests_included,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,neighbourhood_Ballard,neighbourhood_Beacon_Hill,neighbourhood_Capitol_Hill,neighbourhood_Cascade,neighbourhood_Central_Area,neighbourhood_Delridge,neighbourhood_Downtown,neighbourhood_Interbay,neighbourhood_Lake_City,neighbourhood_Magnolia,neighbourhood_Northgate,neighbourhood_Other_neighborhoods,neighbourhood_Queen_Anne,neighbourhood_Rainier_Valley,neighbourhood_Seward_Park,neighbourhood_University_District,neighbourhood_West_Seattle,property_type_Apartment,property_type_Bed_Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,room_type_Entire_home_apt,room_type_Private_room,room_type_Shared_room
6404427,1262470,100.0,1.0,4,1.0,2.0,2.0,275.0,4,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
8517602,13870400,100.0,0.0,2,1.5,1.0,1.0,85.0,2,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7035240,685350,94.88679817905918,0.0,8,1.5,3.0,5.0,300.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4583161,1511749,100.0,0.0,2,1.0,1.0,1.0,53.0,1,27,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7967844,2425448,100.0,1.0,4,1.0,2.0,2.0,107.0,1,24,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6562393,34002693,94.88679817905918,1.0,6,2.0,2.0,2.0,348.0,1,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7807087,1649939,100.0,0.0,4,1.0,2.0,3.0,89.0,2,10,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5405643,10952315,100.0,1.0,7,1.0,3.0,3.0,89.0,4,52,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7011200,23353091,100.0,1.0,2,1.0,1.0,1.0,89.0,1,11,98.0,10.0,10.0,9.0,10.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
610989,3029318,94.88679817905918,0.0,2,1.0,1.0,1.0,209.0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7839535,26130164,100.0,0.0,2,1.0,1.0,1.0,76.0,1,4,95.0,10.0,10.0,9.0,9.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4814894,24796943,100.0,0.0,4,1.0,2.0,2.0,74.0,2,28,89.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
186328,895223,94.88679817905918,0.0,6,3.0,3.0,2.0,250.0,5,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7492877,39243231,100.0,0.0,4,1.0,2.0,2.0,180.0,1,7,94.0,10.0,10.0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6576228,34397733,67.0,0.0,5,1.0,2.0,2.0,179.0,1,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
241016,956883,96.0,0.0,4,1.0,2.0,3.0,115.0,2,17,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6968101,15792177,89.0,0.0,5,1.0,2.0,2.0,140.0,1,8,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5648564,24091986,50.0,0.0,4,1.5,2.0,4.0,150.0,4,2,100.0,10.0,10.0,9.0,9.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4116645,21265939,70.0,0.0,3,1.0,1.0,2.0,70.0,1,20,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2419879,8539521,100.0,0.0,6,2.0,3.0,3.0,300.0,1,6,83.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6425735,12322681,94.88679817905918,0.0,1,1.0,1.0,1.0,99.0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8105351,23583849,100.0,0.0,4,1.0,2.0,2.0,89.0,1,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9136499,3761409,94.88679817905918,0.0,1,1.0,1.0,1.0,100.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3639023,18362115,100.0,0.0,2,1.5,1.0,1.0,84.0,1,8,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6724599,18394291,67.0,0.0,3,1.0,1.0,1.0,97.0,2,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4211629,5707983,94.88679817905918,1.0,4,1.0,2.0,2.0,116.0,1,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7151924,361961,95.0,1.0,2,1.0,1.0,1.0,150.0,1,9,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
704764,3620313,90.0,1.0,4,1.0,2.0,2.0,110.0,1,112,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1796217,74305,94.0,0.0,8,2.5,3.0,4.0,265.0,1,12,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4661812,5038407,60.0,0.0,6,1.0,2.0,2.0,115.0,2,10,88.0,9.0,10.0,9.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
8811945,43606065,100.0,0.0,4,1.0,2.0,2.0,100.0,4,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1090307,1722314,100.0,1.0,2,1.0,1.0,1.0,109.0,2,81,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15108,39377,100.0,0.0,2,1.5,1.0,1.0,60.0,1,42,86.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1882316,1102542,100.0,0.0,6,3.0,3.0,3.0,249.0,1,37,93.0,9.0,10.0,9.0,10.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1095207,2673397,100.0,0.0,7,3.0,3.0,3.0,250.0,1,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1343805,3939559,94.88679817905918,0.0,4,2.0,3.0,1.0,100.0,1,1,91.0,10.0,10.0,10.0,8.0,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9217150,33931765,90.0,0.0,2,1.0,0.0,1.0,74.0,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
103920,541406,100.0,0.0,4,1.0,2.0,2.0,235.0,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2215336,11299221,92.0,0.0,5,1.0,2.0,2.0,99.0,1,4,95.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1483944,7940700,100.0,0.0,3,1.0,1.0,1.0,96.0,2,56,92.0,9.0,9.0,9.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6466129,16637594,100.0,1.0,4,1.0,1.0,2.0,92.0,2,41,94.0,9.0,9.0,9.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8536441,25138851,100.0,0.0,4,1.0,1.0,2.0,85.0,1,6,97.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6262987,32546254,100.0,0.0,4,1.0,1.0,2.0,55.0,2,11,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8379081,44157998,100.0,0.0,4,1.0,1.0,1.0,55.0,2,5,92.0,8.0,8.0,8.0,8.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8365938,44092821,94.88679817905918,0.0,2,1.0,1.0,1.0,80.0,1,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9921445,31148752,99.0,0.0,4,1.0,1.0,1.0,195.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
132160,558743,100.0,1.0,6,1.0,2.0,3.0,145.0,2,135,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2033191,10437300,100.0,1.0,4,1.0,2.0,2.0,180.0,2,55,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8849407,8815032,100.0,0.0,2,1.0,1.0,1.0,50.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9922335,31148752,99.0,0.0,4,1.0,2.0,3.0,160.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7243974,5720753,100.0,0.0,5,1.0,2.0,3.0,140.0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6490453,4540636,100.0,0.0,2,1.0,1.0,1.0,140.0,1,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4025593,20871317,90.0,1.0,2,1.0,1.0,1.0,40.0,1,107,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8556103,45036461,100.0,0.0,2,1.0,1.0,1.0,145.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
955506,357277,80.0,0.0,4,1.0,2.0,2.0,225.0,4,22,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9868607,41736327,100.0,0.0,4,1.5,2.0,3.0,325.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8668073,1963437,100.0,0.0,5,2.0,2.0,3.0,199.0,2,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
790860,4186082,94.88679817905918,0.0,7,1.0,3.0,1.0,450.0,5,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
261912,558743,100.0,1.0,4,1.0,2.0,2.0,175.0,2,28,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
368403,4186078,100.0,0.0,12,3.0,6.0,6.0,550.0,4,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9878971,17269911,80.0,0.0,7,2.0,3.0,5.0,149.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5602370,11839982,100.0,0.0,2,1.0,1.0,1.0,130.0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9395217,38805374,78.0,0.0,2,1.0,0.0,1.0,85.0,2,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7331079,38407350,94.88679817905918,0.0,4,1.0,3.0,3.0,300.0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
580182,2854774,100.0,1.0,6,1.5,3.0,3.0,79.0,3,92,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8152191,43039185,100.0,0.0,2,1.0,1.0,1.0,59.0,1,11,89.0,9.0,9.0,9.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
103908,541406,100.0,0.0,2,1.0,1.0,1.0,140.0,1,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
783061,4129144,100.0,1.0,2,1.5,1.0,1.0,60.0,1,34,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7901725,27323526,94.88679817905918,0.0,8,2.5,3.0,5.0,215.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4968752,25616243,100.0,1.0,5,1.5,2.0,2.0,100.0,1,48,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14386,39377,100.0,0.0,2,1.5,1.0,1.0,40.0,1,30,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7517215,39385924,50.0,0.0,4,1.0,1.0,2.0,99.0,1,3,93.0,9.0,10.0,8.0,9.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1602421,39377,100.0,0.0,2,1.5,1.0,1.0,45.0,1,18,93.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3821822,19660469,100.0,1.0,3,1.0,1.0,2.0,75.0,1,78,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6073437,26768070,94.88679817905918,0.0,2,1.0,0.0,1.0,119.0,2,25,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7917700,39385924,50.0,0.0,2,1.0,1.0,2.0,99.0,1,1,80.0,8.0,10.0,10.0,10.0,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6278181,32546254,100.0,0.0,6,1.0,3.0,3.0,225.0,4,2,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4279578,22218808,100.0,1.0,2,1.0,1.0,1.0,85.0,1,47,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9907337,50943410,100.0,0.0,4,1.0,2.0,2.0,135.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1796861,9423731,100.0,0.0,6,1.5,3.0,3.0,335.0,6,14,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4211836,8904803,94.88679817905918,0.0,2,1.0,1.0,1.0,79.0,2,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4025954,20873639,100.0,0.0,2,1.0,1.0,1.0,90.0,1,33,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6154478,31926188,100.0,0.0,2,1.5,1.0,1.0,111.0,1,13,94.0,10.0,8.0,10.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84030,292232,94.88679817905918,0.0,4,1.0,1.0,2.0,110.0,2,60,88.0,9.0,9.0,10.0,9.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4235559,21979271,94.88679817905918,0.0,8,2.0,3.0,2.0,325.0,6,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
830948,4133860,33.0,0.0,2,1.0,1.0,1.0,85.0,2,3,100.0,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3468261,17473989,94.88679817905918,0.0,2,1.0,1.0,1.0,190.0,2,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10026648,36997320,94.88679817905918,0.0,1,1.0,1.0,1.0,65.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9117633,20081759,67.0,0.0,4,2.0,2.0,2.0,250.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9158383,28110320,94.88679817905918,0.0,1,1.0,1.0,1.0,69.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1145590,4133860,33.0,0.0,5,2.0,2.0,2.0,400.0,3,8,76.0,8.0,7.0,8.0,9.0,9.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9600159,23993115,100.0,0.0,6,2.0,2.0,3.0,200.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3522409,13784525,81.0,0.0,4,1.0,1.0,2.0,141.0,2,29,94.0,10.0,10.0,9.0,9.0,10.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9492873,46595747,91.0,0.0,2,1.0,0.0,1.0,85.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9409233,48789316,100.0,0.0,4,1.0,1.0,2.0,195.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5364609,15171111,33.0,0.0,2,1.0,1.0,1.0,95.0,1,6,97.0,10.0,8.0,10.0,9.0,9.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6629132,34700838,50.0,0.0,3,1.0,1.0,1.0,122.0,2,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5489676,28304516,100.0,0.0,4,1.0,2.0,2.0,170.0,1,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9347157,48509183,91.0,0.0,2,1.0,1.0,1.0,65.0,1,4,100.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10035644,5246897,100.0,0.0,2,1.0,1.0,1.0,90.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8293287,295367,100.0,0.0,2,1.0,1.0,1.0,88.0,1,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
910784,1845764,100.0,0.0,5,1.0,2.0,2.0,125.0,4,132,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7071222,937951,100.0,0.0,5,2.0,2.0,2.0,145.0,4,3,93.0,8.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8687716,8956137,100.0,0.0,6,3.5,3.0,3.0,275.0,1,2,100.0,9.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7430679,38922755,100.0,0.0,1,1.0,1.0,1.0,60.0,1,7,94.0,9.0,10.0,9.0,9.0,9.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
180939,867039,60.0,0.0,2,1.0,1.0,1.0,95.0,2,93,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6884604,1414691,100.0,0.0,2,1.0,0.0,1.0,140.0,1,24,88.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7397476,754810,96.0,1.0,6,2.0,2.0,3.0,250.0,4,7,97.0,9.0,10.0,9.0,10.0,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1063855,867039,60.0,0.0,5,1.0,2.0,3.0,225.0,3,11,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8865006,20578709,94.88679817905918,0.0,2,1.0,1.0,1.0,60.0,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8069192,1984006,100.0,0.0,2,1.0,1.0,1.0,95.0,2,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2800448,8614915,100.0,0.0,2,1.0,1.0,1.0,65.0,1,16,94.0,10.0,10.0,10.0,10.0,8.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9076287,16975412,100.0,0.0,2,1.0,1.0,1.0,78.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7462439,6678025,100.0,0.0,2,1.0,1.0,1.0,59.0,2,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
